gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,authority_score,hub_score,pass_through,dwell_days,depth,is_seed,truncated_by_depth,genuine_terminal,component_id
100000004723755100,peripheral,0.5,24,0.0,"seed, outbound only: out_deg=1, out=95,000 KZT; inflow not observable by collection design",0,1,0.0,95000.0,0,5,0.0002855692942172902,0.0,-4.504878798224643e-19,,,0,True,False,False,0
100000004813068100,peripheral,0.5,67,0.0,"seed, outbound only: out_deg=3, out=297,000 KZT; inflow not observable by collection design",0,3,0.0,297000.0,0,5,0.0002855692942172902,0.0,-1.98808325405983e-18,,,0,True,False,False,0
100000004971871100,peripheral,0.4,51,0.0083,"no rule threshold met: in_deg=1, out_deg=1, in=25,400, out=5,650 KZT",1,1,25400.0,5650.0,3,1,0.0007430293125206662,-1.0584136944965696e-18,-2.347623865126829e-19,0.22244094488188976,3.0,0,True,False,False,10
100000005017150100,peripheral,0.1,7,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,22
100000005087431100,peripheral,0.1,8,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,23
100000005235389100,peripheral,0.1,9,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,24
100000005264990100,peripheral,0.4,34,0.0032,"no rule threshold met: in_deg=1, out_deg=2, in=17,070, out=122,000 KZT",1,2,17070.0,122000.0,1,2,0.0003639962150845005,2.8874364319155937e-07,4.6424055325529803e-07,7.147041593438781,-7.0,0,True,False,False,0
100000005370580100,terminal,0.8,55,0.0031,"depth=0 < 4 and no outgoing: money arrives and stays; in=24,075 KZT over 1 transfers from 1 payer",1,0,24075.0,0.0,1,0,0.0003459684664848726,4.2599461439362225e-08,0.0,0.0,,0,True,False,True,0
100000005382566100,peripheral,0.4,34,0.0437,"no rule threshold met: in_deg=7, out_deg=1, in=393,066, out=50,000 KZT",7,1,393066.0,50000.0,11,1,0.0021132620521571092,1.0820738113055129e-06,-2.347623865126829e-19,0.12720510041570626,10.0,0,True,False,False,0
100000005386383100,peripheral,0.4,34,0.0075,"no rule threshold met: in_deg=2, out_deg=1, in=37,500, out=29,000 KZT",2,1,37500.0,29000.0,2,1,0.0005243332756978205,-2.6271775559433857e-18,4.6055822935878857e-07,0.7733333333333333,-6.0,0,True,False,False,0
100000005392290100,peripheral,0.5,27,0.0,"seed, outbound only: out_deg=1, out=81,465 KZT; inflow not observable by collection design",0,1,0.0,81465.0,0,1,0.0002855692942172902,0.0,-2.347623865126829e-19,,,0,True,False,False,15
100000005395727100,terminal,0.8,53,0.0033,"depth=0 < 4 and no outgoing: money arrives and stays; in=17,000 KZT over 1 transfers from 1 payer",1,0,17000.0,0.0,1,0,0.0003712067299561792,-1.5711443432498958e-18,0.0,0.0,,0,True,False,True,0
100000005409680100,terminal,0.8,57,0.0095,"depth=0 < 4 and no outgoing: money arrives and stays; in=55,060 KZT over 2 transfers from 2 payers",2,0,55060.0,0.0,2,0,0.0006335288187931603,3.5825206343680895e-05,0.0,0.0,,0,True,False,True,0
100000005417257100,peripheral,0.5,34,0.0,"seed, outbound only: out_deg=2, out=106,000 KZT; inflow not observable by collection design",0,2,0.0,106000.0,0,2,0.0002855692942172902,0.0,-9.009757596449287e-19,,,0,True,False,False,0
100000005454368100,terminal,0.8,55,0.006,"depth=0 < 4 and no outgoing: money arrives and stays; in=48,600 KZT over 2 transfers from 2 payers",2,0,48600.0,0.0,2,0,0.0003941929632081931,5.071743849081007e-06,0.0,0.0,,0,True,False,True,0
100000005480435100,peripheral,0.1,10,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,25
100000005485830100,peripheral,0.5,37,0.0,"seed, outbound only: out_deg=5, out=275,885 KZT; inflow not observable by collection design",0,5,0.0,275885.0,0,9,0.0002855692942172902,0.0,-5.3218400851879345e-18,,,0,True,False,False,5
100000005493505100,terminal,0.8,24,0.011,"depth=0 < 4 and no outgoing: money arrives and stays; in=62,020 KZT over 3 transfers from 3 payers",3,0,62020.0,0.0,3,0,0.0006174200765778768,4.328893644793048e-08,0.0,0.0,,0,True,False,True,0
100000005495722100,peripheral,0.1,11,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,26
100000005498992100,peripheral,0.5,80,0.0,"seed, outbound only: out_deg=16, out=2,262,868 KZT; inflow not observable by collection design",0,16,0.0,2262868.0,0,19,0.0002855692942172902,0.0,0.0012206418473347691,,,0,True,False,False,0
100000005519347100,peripheral,0.4,20,0.0085,"no rule threshold met: in_deg=2, out_deg=1, in=73,100, out=99,000 KZT",2,1,73100.0,99000.0,2,1,0.0005567200012967682,-3.47250432214681e-18,1.135280691826246e-08,1.3543091655266757,10.0,0,True,False,False,0
100000005523088100,terminal,0.8,34,0.0324,"depth=0 < 4 and no outgoing: money arrives and stays; in=700,000 KZT over 2 transfers from 1 payer",1,0,700000.0,0.0,2,0,0.0017206377268585364,8.651558042301998e-09,0.0,0.0,,0,True,False,True,0
100000005543136100,peripheral,0.5,24,0.0,"seed, outbound only: out_deg=1, out=10,000 KZT; inflow not observable by collection design",0,1,0.0,10000.0,0,1,0.0002855692942172902,0.0,1.8424876115641386e-08,,,0,True,False,False,0
100000005550592100,peripheral,0.1,12,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,27
100000005560900100,peripheral,0.1,13,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,28
100000005568407100,peripheral,0.1,14,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,29
100000005668605100,terminal,0.8,34,0.0145,"depth=0 < 4 and no outgoing: money arrives and stays; in=94,500 KZT over 3 transfers from 3 payers",3,0,94500.0,0.0,3,0,0.0008383018688148909,2.928720722885225e-06,0.0,0.0,,0,True,False,True,0
100000005744674100,peripheral,0.5,34,0.0,"seed, outbound only: out_deg=1, out=50,066 KZT; inflow not observable by collection design",0,1,0.0,50066.0,0,2,0.0002855692942172902,0.0,4.6055822935878857e-07,,,0,True,False,False,0
100000006232815100,peripheral,0.4,25,0.0081,"no rule threshold met: in_deg=1, out_deg=5, in=160,000, out=296,500 KZT",1,5,160000.0,296500.0,2,5,0.0005566536352336254,-1.5569893857636381e-18,-5.7431047588493664e-18,1.853125,-10.0,0,True,False,False,3
100000006249740100,peripheral,0.5,15,0.0,"seed, outbound only: out_deg=3, out=93,007 KZT; inflow not observable by collection design",0,3,0.0,93007.0,0,5,0.0002855692942172902,0.0,-2.197933954730211e-18,,,0,True,False,False,8
100000006831291100,peripheral,0.5,15,0.0,"seed, outbound only: out_deg=1, out=15,000 KZT; inflow not observable by collection design",0,1,0.0,15000.0,0,3,0.0002855692942172902,0.0,-8.76121763524916e-19,,,0,True,False,False,8
100000006866783100,distributor,0.7,47,0.1729,"out_deg=67 receivers, out=3,948,037 KZT over 90 transfers",13,67,838812.0,3948037.0,31,90,0.0008703719471293999,0.0006837652775653673,0.11545872592100198,4.706700667133994,0.0,0,True,False,False,0
100000007018630100,peripheral,0.5,28,0.0,"seed, outbound only: out_deg=1, out=200,000 KZT; inflow not observable by collection design",0,1,0.0,200000.0,0,5,0.0002855692942172902,0.0,-2.347623865126829e-19,,,0,True,False,False,13
100000007747786100,peripheral,0.5,29,0.0,"seed, outbound only: out_deg=31, out=4,238,009 KZT; inflow not observable by collection design",0,31,0.0,4238009.4,0,35,0.0002855692942172902,0.0,0.00023295930000682676,,,0,True,False,False,0
100000007982728100,peripheral,0.5,29,0.0,"seed, outbound only: out_deg=8, out=1,804,384 KZT; inflow not observable by collection design",0,8,0.0,1804384.0,0,12,0.0002855692942172902,0.0,0.0021944642459760405,,,0,True,False,False,0
100000008117324100,peripheral,0.1,16,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,30
100000008205000100,peripheral,0.1,17,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,31
100000008314203100,transit,0.7,66,0.0433,"pass_through=0.86: in=382,076, out=327,000 KZT, dwell=-5d",2,2,382076.0,327000.0,10,13,0.000502990862402695,1.0094203836538232e-06,4.055189449426658e-05,0.8558506684533967,-5.0,0,True,False,False,0
100000008418835100,peripheral,0.4,53,0.0279,"no rule threshold met: in_deg=1, out_deg=4, in=1,372,000, out=186,179 KZT",1,4,1372000.0,186179.0,67,6,0.0005285862410602071,-5.515702773971273e-19,0.00012847887531501834,0.13569897959183674,11.0,0,True,False,False,0
100000008513251100,peripheral,0.1,18,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,32
100000008516839100,terminal,0.8,34,0.0185,"depth=0 < 4 and no outgoing: money arrives and stays; in=155,000 KZT over 4 transfers from 3 payers",3,0,155000.0,0.0,4,0,0.0010695838614429936,-2.063354590824079e-18,0.0,0.0,,0,True,False,True,0
100000008522127100,peripheral,0.5,26,0.0,"seed, outbound only: out_deg=1, out=145,000 KZT; inflow not observable by collection design",0,1,0.0,145000.0,0,3,0.0002855692942172902,0.0,-4.504878798224643e-19,,,0,True,False,False,0
100000008571433100,peripheral,0.4,38,0.0272,"no rule threshold met: in_deg=2, out_deg=2, in=350,000, out=1,434,000 KZT",2,2,350000.0,1434000.0,2,3,0.0016264807087207852,-2.0622405754924825e-18,-1.121123258010362e-18,4.097142857142857,1.0,0,True,False,False,9
100000008575624100,peripheral,0.5,56,0.0,"seed, outbound only: out_deg=3, out=89,500 KZT; inflow not observable by collection design",0,3,0.0,89500.0,0,5,0.0002855692942172902,0.0,-2.6045581215125995e-18,,,0,True,False,False,6
100000008601794100,peripheral,0.4,19,0.0393,"no rule threshold met: in_deg=2, out_deg=1, in=494,400, out=871,400 KZT",2,1,494400.0,871400.0,8,13,0.0023677797580180984,-2.0622405754924825e-18,-2.347623865126829e-19,1.7625404530744337,-13.0,0,True,False,False,11
100000008637537100,peripheral,0.4,66,0.0239,"no rule threshold met: in_deg=3, out_deg=3, in=619,890, out=2,351,495 KZT",3,3,619890.0,2351495.0,22,30,0.000828733153434527,9.450604459427464e-05,7.634003709733999e-07,3.793406894771653,0.0,0,True,False,False,0
100000008650785100,peripheral,0.4,20,0.0096,"no rule threshold met: in_deg=2, out_deg=2, in=92,000, out=120,120 KZT",2,2,92000.0,120120.0,2,2,0.0006125210138081797,8.721849826348395e-09,-1.915479055020413e-18,1.3056521739130436,1.0,0,True,False,False,0
100000008654653100,peripheral,0.5,20,0.0,"seed, outbound only: out_deg=1, out=54,000 KZT; inflow not observable by collection design",0,1,0.0,54000.0,0,1,0.0002855692942172902,0.0,1.135280691826246e-08,,,0,True,False,False,0
100000008659445100,peripheral,0.4,21,0.036,"no rule threshold met: in_deg=3, out_deg=4, in=138,490, out=875,150 KZT",3,4,138490.0,875150.0,7,18,0.0024238038911821155,-4.16381355214536e-18,-7.479972074193085e-18,6.319228825185934,7.0,0,True,False,False,7
100000008669037100,peripheral,0.1,22,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,33
100000008673001100,terminal,0.8,34,0.0056,"depth=0 < 4 and no outgoing: money arrives and stays; in=80,000 KZT over 1 transfers from 1 payer",1,0,80000.0,0.0,1,0,0.0004689783107025104,-1.0584136944965696e-18,0.0,0.0,,0,True,False,True,0
100000008680731100,peripheral,0.5,43,0.0,"seed, outbound only: out_deg=27, out=1,464,354 KZT; inflow not observable by collection design",0,27,0.0,1464354.0,0,28,0.0002855692942172902,0.0,0.0005419654118780042,,,0,True,False,False,0
100000008701222100,peripheral,0.1,23,0.0,"no transfer observed in either direction in the window, so nothing about this account's behaviour is measurable here; depth=0, already known to the investigation",0,0,0.0,0.0,0,0,0.0002855692942172902,0.0,0.0,,,0,True,False,True,34
100000008738325100,abstained_single_observation,0.0,34,0.0057,"abstained on a single observation: in_tx=1, out_tx=1, fewer than 3 transfers is not a stable ratio",1,1,36550.0,54000.0,1,1,0.0005285862410602071,-5.515702773971273e-19,1.2465382826251366e-06,1.4774281805745555,-2.0,0,True,False,False,0
100000003134937100,terminal,0.8,20,0.0046,"depth=1 < 4 and no outgoing: money arrives and stays; in=10,286 KZT over 1 transfers from 1 payer",1,0,10286.0,0.0,1,0,0.00028667522491586535,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000005074393100,coordinator,0.5,55,0.111,"both sides active: in_deg=4, out_deg=6, in=563,026, out=685,500 KZT",4,6,563026.0,685500.0,5,10,0.0010600834163353916,0.00073229186022765,2.616706433351579e-06,1.2175281425724567,-3.0,1,False,False,False,0
100000001924185100,terminal,0.8,33,0.0116,"depth=1 < 4 and no outgoing: money arrives and stays; in=151,000 KZT over 2 transfers from 2 payers",2,0,151000.0,0.0,2,0,0.00031021987602786454,0.0005839675713304694,0.0,0.0,,1,False,False,True,0
100000004070318100,coordinator,0.5,47,0.2266,"both sides active: in_deg=4, out_deg=19, in=207,247, out=551,860 KZT",4,19,207246.55,551860.0,6,37,0.0003141223476175547,0.006655303540804896,0.00497721819234987,2.662818753798314,-1.0,1,False,False,False,0
100000005807278100,terminal,0.8,37,0.0021,"depth=1 < 4 and no outgoing: money arrives and stays; in=8,385 KZT over 1 transfers from 1 payer",1,0,8385.0,0.0,1,0,0.00029295533223776195,-2.500714748775719e-18,0.0,0.0,,1,False,False,True,5
100000003377795100,terminal,0.8,29,0.002,"depth=1 < 4 and no outgoing: money arrives and stays; in=7,000 KZT over 1 transfers from 1 payer",1,0,7000.0,0.0,1,0,0.0002859706898885458,4.3414150090396185e-06,0.0,0.0,,1,False,False,True,0
100000004330371100,peripheral,0.4,20,0.0234,"no rule threshold met: in_deg=2, out_deg=2, in=264,171, out=90,681 KZT",2,2,264171.0,90681.0,12,6,0.0012542719301566058,0.00029760217313452733,5.3589059152563825e-06,0.3432662934235779,0.0,1,False,False,False,0
100000008165763100,transit,0.7,24,0.2126,"pass_through=1.09: in=1,165,815, out=1,267,858 KZT, dwell=-2d",15,17,1165815.0,1267858.0,26,17,0.0009102399259160779,0.0009408997842647564,0.00766085930298579,1.087529324978663,-2.0,1,False,False,False,0
100000001684867100,terminal,0.8,20,0.0049,"depth=1 < 4 and no outgoing: money arrives and stays; in=30,550 KZT over 1 transfers from 1 payer",1,0,30550.0,0.0,1,0,0.0002888539707525294,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000003900547100,terminal,0.8,20,0.0048,"depth=1 < 4 and no outgoing: money arrives and stays; in=23,700 KZT over 1 transfers from 1 payer",1,0,23700.0,0.0,1,0,0.00028811747208587187,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000006656003100,abstained_single_observation,0.0,46,0.0023,"abstained on a single observation: in_tx=1, out_tx=1, fewer than 3 transfers is not a stable ratio",1,1,20000.0,9000.0,1,1,0.00028976705994767336,-7.530357151555147e-18,-1.757512425183613e-18,0.45,0.0,1,False,False,False,1
100000008237827100,terminal,0.8,24,0.0066,"depth=1 < 4 and no outgoing: money arrives and stays; in=40,001 KZT over 1 transfers from 1 payer",1,0,40001.0,0.0,1,0,0.0002935789518042098,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000003014659100,terminal,0.8,33,0.0081,"depth=1 < 4 and no outgoing: money arrives and stays; in=280,000 KZT over 1 transfers from 1 payer",1,0,280000.0,0.0,1,0,0.0003280369433880586,0.00012279960625588996,0.0,0.0,,1,False,False,True,0
100000007939160100,peripheral,0.4,1,0.0201,"no rule threshold met: in_deg=1, out_deg=2, in=795,000, out=14,300 KZT",1,2,795000.0,14300.0,2,2,0.0006653456234025163,-1.5569893857636381e-18,-1.3433151468388487e-18,0.017987421383647798,-11.0,1,False,False,False,4
100000007274584100,terminal,0.8,24,0.0065,"depth=1 < 4 and no outgoing: money arrives and stays; in=38,000 KZT over 1 transfers from 1 payer",1,0,38000.0,0.0,1,0,0.0002931782787002518,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000001524952100,terminal,0.8,47,0.0222,"depth=1 < 4 and no outgoing: money arrives and stays; in=103,807 KZT over 1 transfers from 1 payer",1,0,103807.0,0.0,1,0,0.0003050489293103606,0.002151681626890837,0.0,0.0,,1,False,False,True,0
100000003131693100,terminal,0.8,24,0.0126,"depth=1 < 4 and no outgoing: money arrives and stays; in=353,277 KZT over 1 transfers from 1 payer",1,0,353277.0,0.0,1,0,0.00035630822082748,0.0004611679650745792,0.0,0.0,,1,False,False,True,0
100000008383405100,terminal,0.8,67,0.0026,"depth=1 < 4 and no outgoing: money arrives and stays; in=25,000 KZT over 2 transfers from 1 payer",1,0,25000.0,0.0,2,0,0.0003060252661737647,-1.5569893857636381e-18,0.0,0.0,,1,False,False,True,0
100000008736173100,terminal,0.8,46,0.0025,"depth=1 < 4 and no outgoing: money arrives and stays; in=31,060 KZT over 1 transfers from 1 payer",1,0,31060.0,0.0,1,0,0.00029208842439657525,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000002861485100,terminal,0.8,20,0.0049,"depth=1 < 4 and no outgoing: money arrives and stays; in=29,323 KZT over 1 transfers from 1 payer",1,0,29323.0,0.0,1,0,0.00028872204610085224,0.00029524161332084226,0.0,0.0,,1,False,False,True,0
100000008745474100,terminal,0.8,46,0.0027,"depth=1 < 4 and no outgoing: money arrives and stays; in=40,559 KZT over 1 transfers from 1 payer",1,0,40559.0,0.0,1,0,0.00029408215323022076,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008691330100,terminal,0.8,46,0.0023,"depth=1 < 4 and no outgoing: money arrives and stays; in=21,440 KZT over 1 transfers from 1 payer",1,0,21440.0,0.0,1,0,0.00029006929908026094,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000007639767100,coordinator,0.5,47,0.2017,"both sides active: in_deg=4, out_deg=10, in=90,913, out=822,244 KZT",4,10,90913.0,822244.0,4,13,0.0003014400392272213,0.006025939301765347,0.002597445933157045,9.044295095310902,-7.0,1,False,False,False,0
100000002921047100,peripheral,0.4,29,0.0098,"no rule threshold met: in_deg=2, out_deg=1, in=338,000, out=163,000 KZT",2,1,338000.0,163000.02,2,1,0.00031704809387447764,5.617563035295538e-06,-2.347623865126829e-19,0.48224857988165676,17.0,1,False,False,False,0
100000004783447100,terminal,0.8,46,0.0024,"depth=1 < 4 and no outgoing: money arrives and stays; in=26,200 KZT over 1 transfers from 1 payer",1,0,26200.0,0.0,1,0,0.00029106836732409216,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008696919100,terminal,0.8,46,0.0025,"depth=1 < 4 and no outgoing: money arrives and stays; in=31,945 KZT over 1 transfers from 1 payer",1,0,31945.0,0.0,1,0,0.0002922741755301447,-7.530357151555147e-18,0.0,0.0,,1,False,False,True,1
100000008736940100,peripheral,0.4,21,0.0411,"no rule threshold met: in_deg=3, out_deg=3, in=451,090, out=182,100 KZT",3,3,451090.0,182100.0,13,6,0.0024141567490764573,-4.616444104077876e-18,-5.536360728131033e-18,0.40368884258130305,0.0,1,False,False,False,7
100000005940652100,terminal,0.8,66,0.002,"depth=1 < 4 and no outgoing: money arrives and stays; in=8,395 KZT over 1 transfers from 1 payer",1,0,8395.0,0.0,1,0,0.00028808836221548334,1.4226681776652755e-08,0.0,0.0,,1,False,False,True,0
100000004180097100,peripheral,0.4,47,0.0335,"no rule threshold met: in_deg=3, out_deg=3, in=104,854, out=47,800 KZT",3,3,104854.0,47800.0,5,7,0.0008565318930578556,0.0021866488045282156,7.623101045105765e-06,0.4558719743643542,11.0,1,False,False,False,0
